// {"zmw_effect":["0.4"],"ay_effect":["NA"],"uz_effect":["NA"],"uw_effect":["NA"],"sample_sizes":["4000"],"save":[true],"outdir":["results/"],"n_bootstrap":[64],"n_datasets":[4],"n_dgps":[1],"dgp_start":[2],"dataset_start":[49],"z_bin":[true],"m_bin":[true]}
// {"ubeta":[-1.2605],"mbeta":[-0.3789,1.4142,0.4,-1.0967],"wbeta":[-1.4834,1.3338,0.4,0.1999],"abeta":[0.2107,-1.0444,1.0421,-1.2767],"ybeta":[-0.2208,-1.7001,0.6476,-0.4498,1.3476,-1.398],"zbeta":[-1.3278,1.7754,1.7739],"cbeta":[0.8095,0.2933],"sd_":[1],"true_effect":[-1.671]}
method,estimate,mean,width,coverage
truth,-1.67097270375837,0,0,1
backdoor,-0.00412204835375007,0.00186752539102319,0.238590565480852,1
naive,1.45205716380512,1.45001629158152,0.147484313301118,0
simple,-0.281674759002452,-0.284809550321755,0.191958397083777,0
pfd,-0.100062574785037,-0.0906045835268754,0.229966729337049,1
