// {"uw_effect":["0.4"],"m_bin":[false],"z_bin":[false],"ay_effect":["NA"],"zmw_effect":["NA"],"uz_effect":["0.4"],"sample_sizes":["4000"],"save":[true],"n_bootstrap":[64],"n_datasets":[4],"n_dgps":[1],"dgp_start":[2],"dataset_start":[13],"outdir":["results/"]}
// {"ubeta":[-1.2605],"mbeta":[-0.3789,1.4142,1.9056,-1.0967],"wbeta":[-1.4834,0.4,-0.1279,0.1999],"abeta":[0.2107,-1.0444,1.0421,-1.2767],"ybeta":[-0.2208,-1.7001,0.6476,-0.4498,1.3476,-1.398],"zbeta":[-1.3278,0.4,1.7739],"cbeta":[0.8095,0.2933],"sd_":[1],"true_effect":[-2.58]}
method,estimate,mean,width,coverage
truth,-2.57997853842443,0,0,1
backdoor,-0.0482212128099735,-0.0407583234820157,0.23394014484151,1
naive,0.776273271903313,0.785942085885574,0.269978603221964,0
simple,4.350022481808,3.77817007508818,5.14974734554646,0
pfd,-0.0252390282805277,0.135737565700313,1.89491706030896,1
