// {"ay_effect":["0.4"],"m_bin":[false],"z_bin":[false],"uz_effect":["NA"],"uw_effect":["NA"],"zmw_effect":["NA"],"sample_sizes":["4000"],"save":[true],"outdir":["results/"],"n_bootstrap":[64],"n_datasets":[1],"n_dgps":[1],"dgp_start":[1],"dataset_start":[46]}
// {"ubeta":[-0.938],"mbeta":[1.0794,-0.0092,0.8705,1.9676],"wbeta":[1.7787,0.6432,0.5165,-1.7529],"abeta":[-1.1761,-1.2938,0.7481,-0.4636],"ybeta":[-0.4799,0.4,1.7388,-1.1514,0.6067,-1.4978],"zbeta":[1.6328,-1.1933,1.5936],"cbeta":[-0.5115,0.2914],"sd_":[1],"true_effect":[0.4077]}
method,estimate,mean,width,coverage
truth,0.407713047049083,0,0,1
backdoor,-0.0170242217494631,-0.0286026851416612,0.239301361948046,1
naive,-0.415588415066771,-0.417752865951718,0.125349093566574,0
simple,-3.81333238648469,-3.87582498893226,1.07377917518501,0
pfd,0.207554939580097,0.283419821355079,1.00382651065201,1
