// {"ay_effect":["0.8"],"m_bin":[false],"z_bin":[false],"uz_effect":["NA"],"uw_effect":["NA"],"zmw_effect":["NA"],"sample_sizes":["4000"],"save":[true],"outdir":["results/"],"n_bootstrap":[64],"n_datasets":[1],"n_dgps":[1],"dgp_start":[1],"dataset_start":[15]}
// {"ubeta":[-0.938],"mbeta":[1.0794,-0.0092,0.8705,1.9676],"wbeta":[1.7787,0.6432,0.5165,-1.7529],"abeta":[-1.1761,-1.2938,0.7481,-0.4636],"ybeta":[-0.4799,0.8,1.7388,-1.1514,0.6067,-1.4978],"zbeta":[1.6328,-1.1933,1.5936],"cbeta":[-0.5115,0.2914],"sd_":[1],"true_effect":[0.8077]}
method,estimate,mean,width,coverage
truth,0.807713047049083,0,0,1
backdoor,-0.0394444636909667,-0.0304200557231777,0.245609049358062,1
naive,-0.798370157709199,-0.798056482136545,0.126444280580588,0
simple,-3.43404438885337,-3.48186051825244,1.41097113510877,0
pfd,0.119224373191253,0.118193523410083,0.905429818512279,1
