// {"sample_sizes":["4000,16000,64000"],"m_bin":[false],"z_bin":[false],"ay_effect":["NA"],"uz_effect":["NA"],"uw_effect":["NA"],"zmw_effect":["NA"],"save":[true],"n_bootstrap":[1],"n_datasets":[4],"n_dgps":[1],"dgp_start":[3],"dataset_start":[37],"outdir":["results/"]}
// {"ubeta":[-1.3278],"mbeta":[1.4717,1.3188,-1.5542,0.8148],"wbeta":[-1.5015,-0.8216,0.3104,0.5239],"abeta":[0.0481,0.0201,0.1361,0.229],"ybeta":[1.59,-0.8811,-1.0872,-1.9387,-1.4841,-1.6265],"zbeta":[-0.6891,0.4084,0.4176],"cbeta":[1.2301,-0.4602],"sd_":[1],"true_effect":[-4.0455]}
method,estimate
truth,-4.04547641266264
backdoor,0.0682129235854689
naive,0.697133792077634
simple,2.10740518146204
pfd,0.0728335003739367
