// {"zmw_effect":["0.4"],"m_bin":[false],"z_bin":[false],"ay_effect":["NA"],"uz_effect":["NA"],"uw_effect":["NA"],"sample_sizes":["4000"],"save":[true],"outdir":["results/"],"n_bootstrap":[64],"n_datasets":[4],"n_dgps":[1],"dgp_start":[1],"dataset_start":[45]}
// {"ubeta":[-0.938],"mbeta":[1.0794,-0.0092,0.4,1.9676],"wbeta":[1.7787,0.6432,0.4,-1.7529],"abeta":[-1.1761,-1.2938,0.7481,-0.4636],"ybeta":[-0.4799,1.1098,1.7388,-1.1514,0.6067,-1.4978],"zbeta":[1.6328,-1.1933,1.5936],"cbeta":[-0.5115,0.2914],"sd_":[1],"true_effect":[1.1181]}
method,estimate,mean,width,coverage
truth,1.11814415768515,0,0,1
backdoor,-0.0361437154953579,-0.0339488966578314,0.237411870867827,1
naive,-1.10767169923729,-1.10698332015601,0.147937125073812,0
simple,-1.33448359175278,1.2800740359659,7.10311467205694,1
pfd,0.130698682488444,0.131380680050705,0.975929438661008,1
